id,school_code,name,prefecture,city,type,source
hs-mext-D101210100013,D101210100013,北海道札幌西高等学校,北海道,札幌市中央区,public,mext
hs-mext-D101210100022,D101210100022,北海道札幌南高等学校,北海道,札幌市中央区,public,mext
hs-mext-D101210100031,D101210100031,市立札幌旭丘高等学校,北海道,札幌市中央区,public,mext
hs-mext-D101210100040,D101210100040,市立札幌大通高等学校,北海道,札幌市中央区,public,mext
hs-mext-D101210200012,D101210200012,北海道札幌北高等学校,北海道,札幌市北区,public,mext
hs-mext-D101210200021,D101210200021,北海道札幌工業高等学校,北海道,札幌市北区,public,mext
hs-mext-D101210200030,D101210200030,北海道札幌北陵高等学校,北海道,札幌市北区,public,mext
hs-mext-D101210200049,D101210200049,北海道札幌英藍高等学校,北海道,札幌市北区,public,mext
hs-mext-D101210200058,D101210200058,北海道札幌国際情報高等学校,北海道,札幌市北区,public,mext
hs-mext-D101210200067,D101210200067,北海道有朋高等学校,北海道,札幌市北区,public,mext
hs-mext-D101210200076,D101210200076,市立札幌新川高等学校,北海道,札幌市北区,public,mext
hs-mext-D101210300011,D101210300011,北海道札幌丘珠高等学校,北海道,札幌市東区,public,mext
hs-mext-D101210300020,D101210300020,北海道札幌東陵高等学校,北海道,札幌市東区,public,mext
hs-mext-D101210300039,D101210300039,北海道札幌東豊高等学校,北海道,札幌市東区,public,mext
hs-mext-D101210400010,D101210400010,北海道札幌東高等学校,北海道,札幌市白石区,public,mext
hs-mext-D101210400029,D101210400029,北海道札幌白石高等学校,北海道,札幌市白石区,public,mext
hs-mext-D101210400038,D101210400038,北海道札幌白陵高等学校,北海道,札幌市白石区,public,mext
hs-mext-D101210500019,D101210500019,北海道札幌月寒高等学校,北海道,札幌市豊平区,public,mext
hs-mext-D101210500028,D101210500028,市立札幌平岸高等学校,北海道,札幌市豊平区,public,mext
hs-mext-D101210600018,D101210600018,北海道札幌南陵高等学校,北海道,札幌市南区,public,mext
hs-mext-D101210600027,D101210600027,市立札幌啓北商業高等学校,北海道,札幌市南区,public,mext
hs-mext-D101210600036,D101210600036,市立札幌藻岩高等学校,北海道,札幌市南区,public,mext
hs-mext-D101210700017,D101210700017,北海道札幌西陵高等学校,北海道,札幌市西区,public,mext
hs-mext-D101210700026,D101210700026,北海道札幌琴似工業高等学校,北海道,札幌市西区,public,mext
hs-mext-D101210800016,D101210800016,北海道札幌啓成高等学校,北海道,札幌市厚別区,public,mext
hs-mext-D101210800025,D101210800025,北海道札幌東商業高等学校,北海道,札幌市厚別区,public,mext
hs-mext-D101210800034,D101210800034,北海道札幌厚別高等学校,北海道,札幌市厚別区,public,mext
hs-mext-D101210900015,D101210900015,北海道札幌手稲高等学校,北海道,札幌市手稲区,public,mext
hs-mext-D101210900024,D101210900024,北海道札幌あすかぜ高等学校,北海道,札幌市手稲区,public,mext
hs-mext-D101210900033,D101210900033,北海道札幌稲雲高等学校,北海道,札幌市手稲区,public,mext
hs-mext-D101211000012,D101211000012,北海道札幌真栄高等学校,北海道,札幌市清田区,public,mext
hs-mext-D101211000021,D101211000021,北海道札幌平岡高等学校,北海道,札幌市清田区,public,mext
hs-mext-D101211000030,D101211000030,市立札幌清田高等学校,北海道,札幌市清田区,public,mext
hs-mext-D101220200011,D101220200011,北海道函館中部高等学校,北海道,函館市時任町,public,mext
hs-mext-D101220200020,D101220200020,北海道函館西高等学校,北海道,函館市元町,public,mext
hs-mext-D101220200039,D101220200039,北海道函館商業高等学校,北海道,函館市,public,mext
hs-mext-D101220200048,D101220200048,北海道函館工業高等学校,北海道,函館市川原町,public,mext
hs-mext-D101220200057,D101220200057,北海道南茅部高等学校,北海道,函館市川汲町,public,mext
hs-mext-D101220200075,D101220200075,市立函館高等学校,北海道,函館市柳町,public,mext
hs-mext-D101220300010,D101220300010,北海道小樽潮陵高等学校,北海道,小樽市,public,mext
hs-mext-D101220300029,D101220300029,北海道小樽桜陽高等学校,北海道,小樽市,public,mext
hs-mext-D101220300038,D101220300038,北海道小樽未来創造高等学校,北海道,小樽市,public,mext
hs-mext-D101220300047,D101220300047,北海道小樽水産高等学校,北海道,小樽市若竹町,public,mext
hs-mext-D101220400019,D101220400019,北海道旭川東高等学校,北海道,旭川市,public,mext
hs-mext-D101220400028,D101220400028,北海道旭川西高等学校,北海道,旭川市川端町,public,mext
hs-mext-D101220400037,D101220400037,北海道旭川北高等学校,北海道,旭川市花咲町,public,mext
hs-mext-D101220400046,D101220400046,北海道旭川商業高等学校,北海道,旭川市,public,mext
hs-mext-D101220400055,D101220400055,北海道旭川工業高等学校,北海道,旭川市,public,mext
hs-mext-D101220400064,D101220400064,北海道旭川農業高等学校,北海道,旭川市永山町,public,mext
hs-mext-D101220400073,D101220400073,北海道旭川南高等学校,北海道,旭川市,public,mext
hs-mext-D101220400082,D101220400082,北海道旭川永嶺高等学校,北海道,旭川市永山町,public,mext
hs-mext-D101220500018,D101220500018,北海道室蘭栄高等学校,北海道,室蘭市東町,public,mext
hs-mext-D101220500027,D101220500027,北海道室蘭清水丘高等学校,北海道,室蘭市増市,public,mext
hs-mext-D101220500036,D101220500036,北海道室蘭工業高等学校,北海道,室蘭市宮の森町,public,mext
hs-mext-D101220500045,D101220500045,北海道室蘭東翔高等学校,北海道,室蘭市高砂町,public,mext
hs-mext-D101220600017,D101220600017,北海道釧路湖陵高等学校,北海道,釧路市,public,mext
hs-mext-D101220600026,D101220600026,北海道釧路江南高等学校,北海道,釧路市光陽町,public,mext
hs-mext-D101220600035,D101220600035,北海道釧路商業高等学校,北海道,釧路市,public,mext
hs-mext-D101220600044,D101220600044,北海道釧路工業高等学校,北海道,釧路市,public,mext
hs-mext-D101220600053,D101220600053,北海道阿寒高等学校,北海道,釧路市阿寒町,public,mext
hs-mext-D101220600062,D101220600062,北海道釧路北陽高等学校,北海道,釧路市,public,mext
hs-mext-D101220600071,D101220600071,北海道釧路明輝高等学校,北海道,釧路市,public,mext
hs-mext-D101220700016,D101220700016,北海道帯広柏葉高等学校,北海道,帯広市,public,mext
hs-mext-D101220700025,D101220700025,北海道帯広三条高等学校,北海道,帯広市,public,mext
hs-mext-D101220700034,D101220700034,北海道帯広工業高等学校,北海道,帯広市稲田町,public,mext
hs-mext-D101220700043,D101220700043,北海道帯広農業高等学校,北海道,帯広市稲田町,public,mext
hs-mext-D101220700052,D101220700052,北海道帯広南商業高等学校,北海道,帯広市,public,mext
hs-mext-D101220700061,D101220700061,北海道帯広緑陽高等学校,北海道,帯広市,public,mext
hs-mext-D101220800015,D101220800015,北海道北見北斗高等学校,北海道,北見市北斗町,public,mext
hs-mext-D101220800024,D101220800024,北海道北見柏陽高等学校,北海道,北見市柏陽町,public,mext
hs-mext-D101220800033,D101220800033,北海道北見工業高等学校,北海道,北見市東相内町,public,mext
hs-mext-D101220800042,D101220800042,北海道留辺蘂高等学校,北海道,北見市留辺蘂町,public,mext
hs-mext-D101220800051,D101220800051,北海道常呂高等学校,北海道,北見市,public,mext
hs-mext-D101220800060,D101220800060,北海道北見商業高等学校,北海道,北見市端野町,public,mext
hs-mext-D101220800079,D101220800079,北海道北見緑陵高等学校,北海道,北見市,public,mext
hs-mext-D101220900014,D101220900014,北海道夕張高等学校,北海道,夕張市,public,mext
hs-mext-D101221000039,D101221000039,北海道岩見沢農業高等学校,北海道,岩見沢市並木町,public,mext
hs-mext-D101221000048,D101221000048,北海道岩見沢緑陵高等学校,北海道,岩見沢市,public,mext
hs-mext-D101221000057,D101221000057,北海道岩見沢東高等学校,北海道,岩見沢市並木町,public,mext
hs-mext-D101221100010,D101221100010,北海道網走南ケ丘高等学校,北海道,網走市台町,public,mext
hs-mext-D101221100029,D101221100029,北海道網走桂陽高等学校,北海道,網走市,public,mext
hs-mext-D101221200019,D101221200019,北海道留萌高等学校,北海道,留萌市千鳥町,public,mext
hs-mext-D101221300018,D101221300018,北海道苫小牧東高等学校,北海道,苫小牧市清水町,public,mext
hs-mext-D101221300027,D101221300027,北海道苫小牧西高等学校,北海道,苫小牧市青葉町,public,mext
hs-mext-D101221300036,D101221300036,北海道苫小牧工業高等学校,北海道,苫小牧市,public,mext
hs-mext-D101221300045,D101221300045,北海道苫小牧南高等学校,北海道,苫小牧市のぞみ町,public,mext
hs-mext-D101221300054,D101221300054,北海道苫小牧総合経済高等学校,北海道,苫小牧市新開町,public,mext
hs-mext-D101221400017,D101221400017,北海道稚内高等学校,北海道,稚内市,public,mext
hs-mext-D101221500016,D101221500016,北海道美唄聖華高等学校,北海道,美唄市,public,mext
hs-mext-D101221500025,D101221500025,北海道美唄尚栄高等学校,北海道,美唄市,public,mext
hs-mext-D101221600015,D101221600015,北海道芦別高等学校,北海道,芦別市本町,public,mext
hs-mext-D101221700014,D101221700014,北海道江別高等学校,北海道,江別市,public,mext
hs-mext-D101221700023,D101221700023,北海道野幌高等学校,北海道,江別市,public,mext
hs-mext-D101221700032,D101221700032,北海道大麻高等学校,北海道,江別市大麻ひかり町,public,mext
hs-mext-D101221900012,D101221900012,北海道紋別高等学校,北海道,紋別市南が丘町,public,mext
hs-mext-D101222000019,D101222000019,北海道士別東高等学校,北海道,士別市上士別町,public,mext
hs-mext-D101222000028,D101222000028,北海道士別翔雲高等学校,北海道,士別市,public,mext
hs-mext-D101222100018,D101222100018,北海道名寄高等学校,北海道,名寄市,public,mext
hs-mext-D101222200017,D101222200017,北海道三笠高等学校,北海道,三笠市若草町,public,mext
hs-mext-D101222300016,D101222300016,北海道根室高等学校,北海道,根室市,public,mext
hs-mext-D101222400015,D101222400015,北海道千歳高等学校,北海道,千歳市,public,mext
hs-mext-D101222400024,D101222400024,北海道千歳北陽高等学校,北海道,千歳市,public,mext
hs-mext-D101222500014,D101222500014,北海道滝川高等学校,北海道,滝川市緑町,public,mext
hs-mext-D101222500023,D101222500023,北海道滝川工業高等学校,北海道,滝川市二の坂町,public,mext
hs-mext-D101222500032,D101222500032,北海道滝川西高等学校,北海道,滝川市西町,public,mext
hs-mext-D101222600013,D101222600013,北海道砂川高等学校,北海道,砂川市,public,mext
hs-mext-D101222800011,D101222800011,北海道深川西高等学校,北海道,深川市西町,public,mext
hs-mext-D101222800020,D101222800020,北海道深川東高等学校,北海道,深川市,public,mext
hs-mext-D101222900038,D101222900038,北海道富良野高等学校,北海道,富良野市西町,public,mext
hs-mext-D101223000017,D101223000017,北海道登別青嶺高等学校,北海道,登別市青葉町,public,mext
hs-mext-D101223100016,D101223100016,北海道恵庭南高等学校,北海道,恵庭市白樺町,public,mext
hs-mext-D101223100025,D101223100025,北海道恵庭北高等学校,北海道,恵庭市,public,mext
hs-mext-D101223300032,D101223300032,北海道伊達開来高等学校,北海道,伊達市竹原町,public,mext
hs-mext-D101223400013,D101223400013,北海道北広島高等学校,北海道,北広島市,public,mext
hs-mext-D101223400022,D101223400022,北海道北広島西高等学校,北海道,北広島市,public,mext
hs-mext-D101223500012,D101223500012,北海道石狩翔陽高等学校,北海道,石狩市,public,mext
hs-mext-D101223500021,D101223500021,北海道石狩南高等学校,北海道,石狩市,public,mext
hs-mext-D101223600011,D101223600011,北海道函館水産高等学校,北海道,北斗市,public,mext
hs-mext-D101223600020,D101223600020,北海道大野農業高等学校,北海道,北斗市,public,mext
hs-mext-D101223600039,D101223600039,北海道上磯高等学校,北海道,北斗市,public,mext
hs-mext-D101230300019,D101230300019,北海道当別高等学校,北海道,石狩郡当別町,public,mext
hs-mext-D101233100015,D101233100015,北海道松前高等学校,北海道,松前郡松前町,public,mext
hs-mext-D101233200014,D101233200014,北海道福島商業高等学校,北海道,松前郡福島町,public,mext
hs-mext-D101233300013,D101233300013,北海道知内高等学校,北海道,上磯郡知内町,public,mext
hs-mext-D101233700019,D101233700019,北海道七飯高等学校,北海道,亀田郡七飯町,public,mext
hs-mext-D101234500019,D101234500019,北海道森高等学校,北海道,茅部郡森町,public,mext
hs-mext-D101234600018,D101234600018,北海道八雲高等学校,北海道,二海郡八雲町,public,mext
hs-mext-D101234700017,D101234700017,北海道長万部高等学校,北海道,山越郡長万部町,public,mext
hs-mext-D101236100018,D101236100018,北海道江差高等学校,北海道,檜山郡江差町,public,mext
hs-mext-D101236200017,D101236200017,北海道上ノ国高等学校,北海道,檜山郡上ノ国町,public,mext
hs-mext-D101236700012,D101236700012,北海道奥尻高等学校,北海道,奥尻郡奥尻町,public,mext
hs-mext-D101237100016,D101237100016,北海道檜山北高等学校,北海道,久遠郡せたな町,public,mext
hs-mext-D101239200011,D101239200011,北海道寿都高等学校,北海道,寿都郡寿都町,public,mext
hs-mext-D101239400019,D101239400019,北海道蘭越高等学校,北海道,磯谷郡蘭越町,public,mext
hs-mext-D101239500018,D101239500018,北海道ニセコ高等学校,北海道,虻田郡ニセコ町,public,mext
hs-mext-D101239600017,D101239600017,北海道真狩高等学校,北海道,虻田郡真狩村,public,mext
hs-mext-D101239700016,D101239700016,北海道留寿都高等学校,北海道,虻田郡留寿都村,public,mext
hs-mext-D101240000011,D101240000011,北海道倶知安高等学校,北海道,虻田郡倶知安町,public,mext
hs-mext-D101240000020,D101240000020,北海道倶知安農業高等学校,北海道,虻田郡倶知安町,public,mext
hs-mext-D101240200019,D101240200019,北海道岩内高等学校,北海道,岩内郡岩内町,public,mext
hs-mext-D101240800013,D101240800013,北海道余市紅志高等学校,北海道,余市郡余市,public,mext
hs-mext-D101242400013,D101242400013,北海道奈井江商業高等学校,北海道,空知郡奈井江町,public,mext
hs-mext-D101242800019,D101242800019,北海道長沼高等学校,北海道,夕張郡長沼町,public,mext
hs-mext-D101242900018,D101242900018,北海道栗山高等学校,北海道,夕張郡栗山町,public,mext
hs-mext-D101243000015,D101243000015,北海道月形高等学校,北海道,樺戸郡月形町,public,mext
hs-mext-D101243200013,D101243200013,北海道新十津川農業高等学校,北海道,樺戸郡新十津川町,public,mext
hs-mext-D101245200018,D101245200018,北海道鷹栖高等学校,北海道,上川郡鷹栖町,public,mext
hs-mext-D101245700013,D101245700013,北海道上川高等学校,北海道,上川郡上川町,public,mext
hs-mext-D101245800012,D101245800012,北海道東川高等学校,北海道,上川郡東川町,public,mext
hs-mext-D101245900011,D101245900011,北海道美瑛高等学校,北海道,上川郡美瑛町,public,mext
hs-mext-D101246000018,D101246000018,北海道上富良野高等学校,北海道,空知郡上富良野町,public,mext
hs-mext-D101246200016,D101246200016,北海道南富良野高等学校,北海道,空知郡南富良野町,public,mext
hs-mext-D101246500013,D101246500013,北海道剣淵高等学校,北海道,上川郡剣淵町,public,mext
hs-mext-D101246800010,D101246800010,北海道下川商業高等学校,北海道,上川郡下川町,public,mext
hs-mext-D101246900019,D101246900019,北海道美深高等学校,北海道,中川郡美深町,public,mext
hs-mext-D101247000016,D101247000016,北海道おといねっぷ美術工芸高等学校,北海道,中川郡音威子府村,public,mext
hs-mext-D101247200014,D101247200014,北海道幌加内高等学校,北海道,雨竜郡幌加内町,public,mext
hs-mext-D101248300011,D101248300011,北海道苫前商業高等学校,北海道,苫前郡苫前町,public,mext
hs-mext-D101248400010,D101248400010,北海道羽幌高等学校,北海道,苫前郡羽幌町,public,mext
hs-mext-D101248400029,D101248400029,北海道天売高等学校,北海道,苫前郡羽幌町,public,mext
hs-mext-D101248600018,D101248600018,北海道遠別農業高等学校,北海道,天塩郡遠別町,public,mext
hs-mext-D101248700017,D101248700017,北海道天塩高等学校,北海道,天塩郡天塩町,public,mext
hs-mext-D101251200016,D101251200016,北海道浜頓別高等学校,北海道,枝幸郡浜頓別町,public,mext
hs-mext-D101251400014,D101251400014,北海道枝幸高等学校,北海道,枝幸郡枝幸町,public,mext
hs-mext-D101251600012,D101251600012,北海道豊富高等学校,北海道,天塩郡豊富町,public,mext
hs-mext-D101251700011,D101251700011,北海道礼文高等学校,北海道,礼文郡礼文町,public,mext
hs-mext-D101251800010,D101251800010,北海道利尻高等学校,北海道,利尻郡利尻町,public,mext
hs-mext-D101254300019,D101254300019,北海道美幌高等学校,北海道,網走郡美幌町,public,mext
hs-mext-D101254400018,D101254400018,北海道津別高等学校,北海道,網走郡津別町,public,mext
hs-mext-D101254500017,D101254500017,北海道斜里高等学校,北海道,斜里郡斜里町,public,mext
hs-mext-D101254600016,D101254600016,北海道清里高等学校,北海道,斜里郡清里町,public,mext
hs-mext-D101254900013,D101254900013,北海道訓子府高等学校,北海道,常呂郡訓子府町,public,mext
hs-mext-D101255000019,D101255000019,北海道置戸高等学校,北海道,常呂郡置戸町,public,mext
hs-mext-D101255200017,D101255200017,北海道佐呂間高等学校,北海道,常呂郡佐呂間町,public,mext
hs-mext-D101255500014,D101255500014,北海道遠軽高等学校,北海道,紋別郡遠軽町,public,mext
hs-mext-D101255900010,D101255900010,北海道湧別高等学校,北海道,紋別郡湧別町,public,mext
hs-mext-D101256100016,D101256100016,北海道興部高等学校,北海道,紋別郡興部町,public,mext
hs-mext-D101256300014,D101256300014,北海道雄武高等学校,北海道,紋別郡雄武町,public,mext
hs-mext-D101256400031,D101256400031,北海道大空高等学校,北海道,網走郡大空町,public,mext
hs-mext-D101257500010,D101257500010,北海道壮瞥高等学校,北海道,有珠郡壮瞥町,public,mext
hs-mext-D101257800017,D101257800017,北海道白老東高等学校,北海道,白老郡白老町,public,mext
hs-mext-D101258100012,D101258100012,北海道厚真高等学校,北海道,勇払郡厚真町,public,mext
hs-mext-D101258400019,D101258400019,北海道虻田高等学校,北海道,虻田郡洞爺湖町,public,mext
hs-mext-D101258500018,D101258500018,北海道追分高等学校,北海道,勇払郡安平町,public,mext
hs-mext-D101258600017,D101258600017,北海道穂別高等学校,北海道,勇払郡むかわ町,public,mext
hs-mext-D101258600026,D101258600026,北海道鵡川高等学校,北海道,勇払郡むかわ町,public,mext
hs-mext-D101260100018,D101260100018,北海道富川高等学校,北海道,沙流郡日高町,public,mext
hs-mext-D101260100027,D101260100027,北海道日高高等学校,北海道,沙流郡日高町,public,mext
hs-mext-D101260200017,D101260200017,北海道平取高等学校,北海道,沙流郡平取町,public,mext
hs-mext-D101260700012,D101260700012,北海道浦河高等学校,北海道,浦河郡浦河町,public,mext
hs-mext-D101260900010,D101260900010,北海道えりも高等学校,北海道,幌泉郡えりも町,public,mext
hs-mext-D101261000017,D101261000017,北海道静内高等学校,北海道,日高郡新ひだか町,public,mext
hs-mext-D101261000026,D101261000026,北海道静内農業高等学校,北海道,日高郡新ひだか町,public,mext
hs-mext-D101263100012,D101263100012,北海道音更高等学校,北海道,河東郡音更町,public,mext
hs-mext-D101263200011,D101263200011,北海道士幌高等学校,北海道,河東郡士幌町,public,mext
hs-mext-D101263300010,D101263300010,北海道上士幌高等学校,北海道,河東郡上士幌町,public,mext
hs-mext-D101263400019,D101263400019,北海道鹿追高等学校,北海道,河東郡鹿追町,public,mext
hs-mext-D101263600017,D101263600017,北海道清水高等学校,北海道,上川郡清水町,public,mext
hs-mext-D101263700016,D101263700016,北海道芽室高等学校,北海道,河西郡芽室町,public,mext
hs-mext-D101263900014,D101263900014,北海道更別農業高等学校,北海道,河西郡更別村,public,mext
hs-mext-D101264100010,D101264100010,北海道大樹高等学校,北海道,広尾郡大樹町,public,mext
hs-mext-D101264200019,D101264200019,北海道広尾高等学校,北海道,広尾郡広尾町,public,mext
hs-mext-D101264300018,D101264300018,北海道幕別清陵高等学校,北海道,中川郡幕別町,public,mext
hs-mext-D101264400017,D101264400017,北海道池田高等学校,北海道,中川郡池田町,public,mext
hs-mext-D101264600015,D101264600015,北海道本別高等学校,北海道,中川郡本別町,public,mext
hs-mext-D101264700014,D101264700014,北海道足寄高等学校,北海道,足寄郡足寄町,public,mext
hs-mext-D101266100015,D101266100015,北海道釧路東高等学校,北海道,釧路郡釧路町,public,mext
hs-mext-D101266200014,D101266200014,北海道厚岸翔洋高等学校,北海道,厚岸郡厚岸町,public,mext
hs-mext-D101266300013,D101266300013,北海道霧多布高等学校,北海道,厚岸郡浜中町,public,mext
hs-mext-D101266400012,D101266400012,北海道標茶高等学校,北海道,川上郡標茶町,public,mext
hs-mext-D101266500011,D101266500011,北海道弟子屈高等学校,北海道,川上郡弟子屈町,public,mext
hs-mext-D101266800018,D101266800018,北海道白糠高等学校,北海道,白糠郡白糠町,public,mext
hs-mext-D101269100019,D101269100019,北海道別海高等学校,北海道,野付郡別海町,public,mext
hs-mext-D101269200018,D101269200018,北海道中標津高等学校,北海道,標津郡中標津町,public,mext
hs-mext-D101269200027,D101269200027,北海道中標津農業高等学校,北海道,標津郡中標津町,public,mext
hs-mext-D101269300017,D101269300017,北海道標津高等学校,北海道,標津郡標津町,public,mext
hs-mext-D101269400016,D101269400016,北海道羅臼高等学校,北海道,目梨郡羅臼町,public,mext
hs-mext-D101310100100,D101310100100,北星学園女子高等学校,北海道,札幌市中央区,private,mext
hs-mext-D101310100119,D101310100119,札幌静修高等学校,北海道,札幌市中央区,private,mext
hs-mext-D101310100128,D101310100128,札幌龍谷学園高等学校,北海道,札幌市中央区,private,mext
hs-mext-D101310200109,D101310200109,藤女子高等学校,北海道,札幌市北区,private,mext
hs-mext-D101310200118,D101310200118,札幌創成高等学校,北海道,札幌市北区,private,mext
hs-mext-D101310300108,D101310300108,札幌大谷高等学校,北海道,札幌市東区,private,mext
hs-mext-D101310300117,D101310300117,札幌北斗高等学校,北海道,札幌市東区,private,mext
hs-mext-D101310300126,D101310300126,札幌光星高等学校,北海道,札幌市東区,private,mext
hs-mext-D101310500106,D101310500106,北海高等学校,北海道,札幌市豊平区,private,mext
hs-mext-D101310500115,D101310500115,北海学園札幌高等学校,北海道,札幌市豊平区,private,mext
hs-mext-D101310500124,D101310500124,北海道科学大学高等学校,北海道,札幌市手稲区,private,mext
hs-mext-D101310500133,D101310500133,札幌第一高等学校,北海道,札幌市豊平区,private,mext
hs-mext-D101310500204,D101310500204,池上学院高等学校,北海道,札幌市豊平区,private,mext
hs-mext-D101310600105,D101310600105,札幌新陽高等学校,北海道,札幌市南区,private,mext
hs-mext-D101310600114,D101310600114,北海道文教大学附属高等学校,北海道,恵庭市,private,mext
hs-mext-D101310600123,D101310600123,東海大学付属札幌高等学校,北海道,札幌市南区,private,mext
hs-mext-D101310700104,D101310700104,札幌山の手高等学校,北海道,札幌市西区,private,mext
hs-mext-D101310800103,D101310800103,北星学園大学附属高等学校,北海道,札幌市厚別区,private,mext
hs-mext-D101310800201,D101310800201,星槎国際高等学校,北海道,札幌市厚別区,private,mext
hs-mext-D101311000109,D101311000109,北嶺高等学校,北海道,札幌市清田区,private,mext
hs-mext-D101320200108,D101320200108,函館大学付属有斗高等学校,北海道,函館市湯川町,private,mext
hs-mext-D101320200117,D101320200117,函館大学付属柏稜高等学校,北海道,函館市柏木町,private,mext
hs-mext-D101320200126,D101320200126,遺愛女子高等学校,北海道,函館市杉並町,private,mext
hs-mext-D101320200135,D101320200135,函館白百合学園高等学校,北海道,函館市,private,mext
hs-mext-D101320200144,D101320200144,函館大谷高等学校,北海道,函館市,private,mext
hs-mext-D101320200153,D101320200153,清尚学院高等学校,北海道,函館市亀田本町,private,mext
hs-mext-D101320200162,D101320200162,函館大妻高等学校,北海道,函館市柳町,private,mext
hs-mext-D101320200171,D101320200171,函館ラ・サール高等学校,北海道,函館市日吉町,private,mext
hs-mext-D101320300107,D101320300107,北照高等学校,北海道,小樽市,private,mext
hs-mext-D101320300116,D101320300116,小樽双葉高等学校,北海道,小樽市,private,mext
hs-mext-D101320300125,D101320300125,小樽明峰高等学校,北海道,小樽市,private,mext
hs-mext-D101320400106,D101320400106,旭川志峯高等学校,北海道,旭川市,private,mext
hs-mext-D101320400115,D101320400115,旭川実業高等学校,北海道,旭川市,private,mext
hs-mext-D101320400124,D101320400124,旭川龍谷高等学校,北海道,旭川市東旭川町,private,mext
hs-mext-D101320400133,D101320400133,旭川藤星高等学校,北海道,旭川市花咲町,private,mext
hs-mext-D101320400142,D101320400142,旭川明成高等学校,北海道,旭川市緑町,private,mext
hs-mext-D101320500105,D101320500105,北海道大谷室蘭高等学校,北海道,室蘭市,private,mext
hs-mext-D101320500114,D101320500114,海星学院高等学校,北海道,室蘭市高砂町,private,mext
hs-mext-D101320600104,D101320600104,武修館高等学校,北海道,釧路市,private,mext
hs-mext-D101320700103,D101320700103,帯広大谷高等学校,北海道,帯広市,private,mext
hs-mext-D101320700112,D101320700112,帯広北高等学校,北海道,帯広市稲田町,private,mext
hs-mext-D101320800102,D101320800102,北見藤高等学校,北海道,北見市三楽町,private,mext
hs-mext-D101321300105,D101321300105,苫小牧中央高等学校,北海道,苫小牧市光洋町,private,mext
hs-mext-D101321300114,D101321300114,駒澤大学附属苫小牧高等学校,北海道,苫小牧市美園町,private,mext
hs-mext-D101321400104,D101321400104,稚内大谷高等学校,北海道,稚内市,private,mext
hs-mext-D101321700101,D101321700101,立命館慶祥高等学校,北海道,江別市,private,mext
hs-mext-D101321700110,D101321700110,酪農学園大学附属とわの森三愛高等学校,北海道,江別市文京台緑町,private,mext
hs-mext-D101322400031,D101322400031,日本航空高等学校北海道,北海道,千歳市,private,mext
hs-mext-D101322800108,D101322800108,クラーク記念国際高等学校,北海道,深川市納内町,private,mext
hs-mext-D101323400100,D101323400100,札幌日本大学高等学校,北海道,北広島市,private,mext
hs-mext-D101340700012,D101340700012,北海道芸術高等学校,北海道,余市郡仁木町,private,mext
hs-mext-D101340800100,D101340800100,北星学園余市高等学校,北海道,余市郡余市,private,mext
hs-mext-D101346400101,D101346400101,北海道教育学園三和高等学校,北海道,上川郡和寒町,private,mext
hs-mext-D101357800104,D101357800104,北海道栄高等学校,北海道,白老郡白老町,private,mext
hs-mext-D101363700103,D101363700103,白樺学園高等学校,北海道,河西郡芽室町,private,mext
hs-mext-D201210300010,D201210300010,市立札幌開成中等教育学校,北海道,札幌市東区,public,mext
hs-mext-D201223000016,D201223000016,北海道登別明日中等教育学校,北海道,登別市片倉町,public,mext
hs-mext-D102210000013,D102210000013,青森県立青森高等学校,青森県,青森市,public,mext
hs-mext-D102210000022,D102210000022,青森県立青森西高等学校,青森県,青森市,public,mext
hs-mext-D102210000031,D102210000031,青森県立青森東高等学校,青森県,青森市,public,mext
hs-mext-D102210000040,D102210000040,青森県立弘前高等学校,青森県,弘前市新寺町,public,mext
hs-mext-D102210000059,D102210000059,青森県立弘前中央高等学校,青森県,弘前市蔵主町,public,mext
hs-mext-D102210000068,D102210000068,青森県立弘前南高等学校,青森県,弘前市,public,mext
hs-mext-D102210000077,D102210000077,青森県立八戸高等学校,青森県,八戸市,public,mext
hs-mext-D102210000086,D102210000086,青森県立八戸東高等学校,青森県,八戸市,public,mext
hs-mext-D102210000095,D102210000095,青森県立八戸北高等学校,青森県,八戸市大久保町,public,mext
hs-mext-D102210000111,D102210000111,青森県立木造高等学校,青森県,つがる市,public,mext
hs-mext-D102210000120,D102210000120,青森県立鰺ヶ沢高等学校,青森県,西津軽郡鰺ヶ沢町,public,mext
hs-mext-D102210000139,D102210000139,青森県立五所川原高等学校,青森県,五所川原市中平井町,public,mext
hs-mext-D102210000175,D102210000175,青森県立浪岡高等学校,青森県,青森市浪岡浪岡字稲村,public,mext
hs-mext-D102210000184,D102210000184,青森県立野辺地高等学校,青森県,上北郡野辺地町,public,mext
hs-mext-D102210000193,D102210000193,青森県立七戸高等学校,青森県,上北郡七戸町,public,mext
hs-mext-D102210000200,D102210000200,青森県立三本木高等学校,青森県,十和田市西五番町,public,mext
hs-mext-D102210000219,D102210000219,青森県立三沢高等学校,青森県,三沢市松園町,public,mext
hs-mext-D102210000228,D102210000228,青森県立田名部高等学校,青森県,むつ市海老川町,public,mext
hs-mext-D102210000237,D102210000237,青森県立大湊高等学校,青森県,むつ市,public,mext
hs-mext-D102210000255,D102210000255,青森県立三戸高等学校,青森県,三戸郡三戸町,public,mext
hs-mext-D102210000264,D102210000264,青森県立柏木農業高等学校,青森県,平川市,public,mext
